CodPer,CodPro,Costo,Precio,Cantidad,CodTra,NoTra,SubTotal,Descuento,IVA,Total,fkCodPerRec,fkCodPerEnt,CodDet,Cantidad,Precio,SubtotalPro,fkCodTra,fkCodPro
31,3,5.00,7.00,2,50,50,434,0,0,434,31,37,726,1,15.00,15,50,3
31,16,13.00,19.00,3,50,50,434,0,0,434,31,37,898,2,9.00,9,50,16
31,16,13.00,19.00,3,50,50,434,0,0,434,31,37,1096,1,9.00,9,50,16
31,18,14.00,21.00,1,50,50,434,0,0,434,31,37,1172,2,10.00,10,50,18
31,24,13.00,19.00,5,50,50,434,0,0,434,31,37,438,5,12.00,12,50,24
36,10,11.00,16.00,5,51,51,35,0,0,35,36,36,302,1,18.00,18,51,10
36,19,14.00,21.00,3,51,51,35,0,0,35,36,36,871,2,7.00,7,51,19
36,23,5.00,7.00,3,51,51,35,0,0,35,36,36,1112,4,13.00,13,51,23
36,27,7.00,10.00,5,51,51,35,0,0,35,36,36,675,5,22.00,22,51,27
36,28,10.00,15.00,5,51,51,35,0,0,35,36,36,233,2,21.00,21,51,28
36,30,13.00,19.00,5,51,51,35,0,0,35,36,36,1101,5,15.00,15,51,30
36,5,10.00,15.00,2,52,52,39,0,0,39,36,31,1158,5,16.00,16,52,5
36,27,7.00,10.00,5,52,52,39,0,0,39,36,31,1144,2,22.00,22,52,27
36,30,13.00,19.00,5,52,52,39,0,0,39,36,31,389,3,15.00,15,52,30
33,5,10.00,15.00,2,53,53,20,0,0,20,33,31,1173,4,16.00,16,53,5
33,13,14.00,21.00,2,53,53,20,0,0,20,33,31,49,3,12.00,12,53,13
33,21,11.00,16.00,3,53,53,20,0,0,20,33,31,1045,1,9.00,9,53,21
33,23,5.00,7.00,3,53,53,20,0,0,20,33,31,820,5,13.00,13,53,23
34,6,11.00,16.00,4,54,54,44,0,0,44,34,35,262,1,10.00,10,54,6
34,6,11.00,16.00,4,54,54,44,0,0,44,34,35,529,1,10.00,10,54,6
34,14,15.00,22.00,1,54,54,44,0,0,44,34,35,897,1,13.00,13,54,14
34,17,14.00,21.00,3,54,54,44,0,0,44,34,35,215,3,21.00,21,54,17
34,21,11.00,16.00,3,54,54,44,0,0,44,34,35,549,5,9.00,9,54,21
34,22,6.00,9.00,3,54,54,44,0,0,44,34,35,219,3,18.00,18,54,22
32,1,1.00,1.20,1,55,55,49,0,0,49,32,36,240,4,1.20,1,55,1
32,4,7.00,10.00,2,55,55,49,0,0,49,32,36,243,2,9.00,9,55,4
32,4,7.00,10.00,2,55,55,49,0,0,49,32,36,325,3,9.00,9,55,4
32,8,12.00,18.00,2,55,55,49,0,0,49,32,36,918,1,19.00,19,55,8
32,20,6.00,9.00,2,55,55,49,0,0,49,32,36,27,4,10.00,10,55,20
32,21,11.00,16.00,3,55,55,49,0,0,49,32,36,602,4,9.00,9,55,21
32,21,11.00,16.00,3,55,55,49,0,0,49,32,36,939,5,9.00,9,55,21
32,21,11.00,16.00,3,55,55,49,0,0,49,32,36,1048,5,9.00,9,55,21
32,25,11.00,16.00,5,55,55,49,0,0,49,32,36,1138,5,22.00,22,55,25
32,26,15.00,22.00,5,55,55,49,0,0,49,32,36,330,5,7.00,7,55,26
32,26,15.00,22.00,5,55,55,49,0,0,49,32,36,1090,2,7.00,7,55,26
32,27,7.00,10.00,5,55,55,49,0,0,49,32,36,1046,4,22.00,22,55,27
33,9,12.00,18.00,1,56,56,8,0,0,8,33,35,297,1,13.00,13,56,9
33,9,12.00,18.00,1,56,56,8,0,0,8,33,35,1199,2,13.00,13,56,9
33,18,14.00,21.00,1,56,56,8,0,0,8,33,35,72,2,10.00,10,56,18
33,20,6.00,9.00,2,56,56,8,0,0,8,33,35,1020,2,10.00,10,56,20
33,25,11.00,16.00,5,56,56,8,0,0,8,33,35,299,5,22.00,22,56,25
33,29,12.00,18.00,2,56,56,8,0,0,8,33,35,294,2,16.00,16,56,29
31,6,11.00,16.00,4,57,57,20,0,0,20,31,35,120,2,10.00,10,57,6
31,11,5.00,7.00,3,57,57,20,0,0,20,31,35,26,2,22.00,22,57,11
31,21,11.00,16.00,3,57,57,20,0,0,20,31,35,1104,2,9.00,9,57,21
31,25,11.00,16.00,5,57,57,20,0,0,20,31,35,833,3,22.00,22,57,25
31,1,1.00,1.20,1,58,58,40,0,0,40,31,36,24,2,1.20,1,58,1
31,14,15.00,22.00,1,58,58,40,0,0,40,31,36,121,2,13.00,13,58,14
31,19,14.00,21.00,3,58,58,40,0,0,40,31,36,543,2,7.00,7,58,19
31,21,11.00,16.00,3,58,58,40,0,0,40,31,36,414,3,9.00,9,58,21
31,21,11.00,16.00,3,58,58,40,0,0,40,31,36,1111,2,9.00,9,58,21
31,26,15.00,22.00,5,58,58,40,0,0,40,31,36,277,3,7.00,7,58,26
33,4,7.00,10.00,2,59,59,44,0,0,44,33,35,346,5,9.00,9,59,4
33,7,9.00,13.00,1,59,59,44,0,0,44,33,35,204,3,9.00,9,59,7
33,7,9.00,13.00,1,59,59,44,0,0,44,33,35,900,3,9.00,9,59,7
33,12,6.00,9.00,1,59,59,44,0,0,44,33,35,739,1,15.00,15,59,12
33,13,14.00,21.00,2,59,59,44,0,0,44,33,35,650,3,12.00,12,59,13
33,20,6.00,9.00,2,59,59,44,0,0,44,33,35,440,4,10.00,10,59,20
33,28,10.00,15.00,5,59,59,44,0,0,44,33,35,597,2,21.00,21,59,28
32,3,5.00,7.00,2,60,60,46,0,0,46,32,36,1123,1,15.00,15,60,3
32,8,12.00,18.00,2,60,60,46,0,0,46,32,36,783,3,19.00,19,60,8
32,14,15.00,22.00,1,60,60,46,0,0,46,32,36,367,5,13.00,13,60,14
32,28,10.00,15.00,5,60,60,46,0,0,46,32,36,678,2,21.00,21,60,28
32,5,10.00,15.00,2,61,61,24,0,0,24,32,31,563,4,16.00,16,61,5
32,9,12.00,18.00,1,61,61,24,0,0,24,32,31,656,2,13.00,13,61,9
32,14,15.00,22.00,1,61,61,24,0,0,24,32,31,1054,4,13.00,13,61,14
32,17,14.00,21.00,3,61,61,24,0,0,24,32,31,756,4,21.00,21,61,17
32,18,14.00,21.00,1,61,61,24,0,0,24,32,31,837,5,10.00,10,61,18
32,20,6.00,9.00,2,61,61,24,0,0,24,32,31,177,5,10.00,10,61,20
32,3,5.00,7.00,2,62,62,8,0,0,8,32,35,1147,4,15.00,15,62,3
32,8,12.00,18.00,2,62,62,8,0,0,8,32,35,125,5,19.00,19,62,8
32,14,15.00,22.00,1,62,62,8,0,0,8,32,35,744,4,13.00,13,62,14
32,17,14.00,21.00,3,62,62,8,0,0,8,32,35,927,2,21.00,21,62,17
32,20,6.00,9.00,2,62,62,8,0,0,8,32,35,849,3,10.00,10,62,20
32,29,12.00,18.00,2,62,62,8,0,0,8,32,35,181,2,16.00,16,62,29
33,9,12.00,18.00,1,63,63,41,0,0,41,33,36,453,4,13.00,13,63,9
33,10,11.00,16.00,5,63,63,41,0,0,41,33,36,149,2,18.00,18,63,10
33,20,6.00,9.00,2,63,63,41,0,0,41,33,36,113,2,10.00,10,63,20
33,20,6.00,9.00,2,63,63,41,0,0,41,33,36,705,3,10.00,10,63,20
31,2,5.00,7.00,3,64,64,42,0,0,42,31,35,43,5,15.00,15,64,2
31,3,5.00,7.00,2,64,64,42,0,0,42,31,35,1171,2,15.00,15,64,3
31,8,12.00,18.00,2,64,64,42,0,0,42,31,35,560,2,19.00,19,64,8
31,10,11.00,16.00,5,64,64,42,0,0,42,31,35,157,1,18.00,18,64,10
31,19,14.00,21.00,3,64,64,42,0,0,42,31,35,614,3,7.00,7,64,19
31,26,15.00,22.00,5,64,64,42,0,0,42,31,35,143,4,7.00,7,64,26
31,27,7.00,10.00,5,64,64,42,0,0,42,31,35,863,2,22.00,22,64,27
31,28,10.00,15.00,5,64,64,42,0,0,42,31,35,276,5,21.00,21,64,28
31,28,10.00,15.00,5,64,64,42,0,0,42,31,35,430,1,21.00,21,64,28
31,28,10.00,15.00,5,64,64,42,0,0,42,31,35,522,4,21.00,21,64,28
33,9,12.00,18.00,1,65,65,14,0,0,14,33,36,1114,5,13.00,13,65,9
33,10,11.00,16.00,5,65,65,14,0,0,14,33,36,855,5,18.00,18,65,10
33,26,15.00,22.00,5,65,65,14,0,0,14,33,36,575,4,7.00,7,65,26
32,7,9.00,13.00,1,66,66,40,0,0,40,32,32,109,2,9.00,9,66,7
32,12,6.00,9.00,1,66,66,40,0,0,40,32,32,79,5,15.00,15,66,12
32,14,15.00,22.00,1,66,66,40,0,0,40,32,32,711,1,13.00,13,66,14
32,17,14.00,21.00,3,66,66,40,0,0,40,32,32,610,1,21.00,21,66,17
32,22,6.00,9.00,3,66,66,40,0,0,40,32,32,649,5,18.00,18,66,22
33,4,7.00,10.00,2,67,67,8,0,0,8,33,36,738,4,9.00,9,67,4
33,14,15.00,22.00,1,67,67,8,0,0,8,33,36,117,4,13.00,13,67,14
33,27,7.00,10.00,5,67,67,8,0,0,8,33,36,821,4,22.00,22,67,27
33,28,10.00,15.00,5,67,67,8,0,0,8,33,36,621,4,21.00,21,67,28
33,30,13.00,19.00,5,67,67,8,0,0,8,33,36,439,2,15.00,15,67,30
32,8,12.00,18.00,2,68,68,34,0,0,34,32,34,1051,1,19.00,19,68,8
32,10,11.00,16.00,5,68,68,34,0,0,34,32,34,1154,3,18.00,18,68,10
32,17,14.00,21.00,3,68,68,34,0,0,34,32,34,570,4,21.00,21,68,17
32,24,13.00,19.00,5,68,68,34,0,0,34,32,34,360,5,12.00,12,68,24
32,26,15.00,22.00,5,68,68,34,0,0,34,32,34,255,4,7.00,7,68,26
32,27,7.00,10.00,5,68,68,34,0,0,34,32,34,284,1,22.00,22,68,27
34,5,10.00,15.00,2,69,69,11,0,0,11,34,36,2,2,16.00,16,69,5
34,16,13.00,19.00,3,69,69,11,0,0,11,34,36,459,2,9.00,9,69,16
34,17,14.00,21.00,3,69,69,11,0,0,11,34,36,1049,5,21.00,21,69,17
34,21,11.00,16.00,3,69,69,11,0,0,11,34,36,1110,5,9.00,9,69,21
31,2,5.00,7.00,3,70,70,14,0,0,14,31,33,625,3,15.00,15,70,2
31,7,9.00,13.00,1,70,70,14,0,0,14,31,33,745,3,9.00,9,70,7
31,8,12.00,18.00,2,70,70,14,0,0,14,31,33,308,5,19.00,19,70,8
31,10,11.00,16.00,5,70,70,14,0,0,14,31,33,883,3,18.00,18,70,10
31,24,13.00,19.00,5,70,70,14,0,0,14,31,33,877,2,12.00,12,70,24
31,24,13.00,19.00,5,70,70,14,0,0,14,31,33,990,3,12.00,12,70,24
31,29,12.00,18.00,2,70,70,14,0,0,14,31,33,652,4,16.00,16,70,29
31,29,12.00,18.00,2,70,70,14,0,0,14,31,33,874,4,16.00,16,70,29
36,9,12.00,18.00,1,71,71,14,0,0,14,36,31,377,2,13.00,13,71,9
36,17,14.00,21.00,3,71,71,14,0,0,14,36,31,666,2,21.00,21,71,17
36,20,6.00,9.00,2,71,71,14,0,0,14,36,31,114,3,10.00,10,71,20
36,20,6.00,9.00,2,71,71,14,0,0,14,36,31,398,4,10.00,10,71,20
36,26,15.00,22.00,5,71,71,14,0,0,14,36,31,948,1,7.00,7,71,26
36,27,7.00,10.00,5,71,71,14,0,0,14,36,31,617,4,22.00,22,71,27
36,28,10.00,15.00,5,71,71,14,0,0,14,36,31,709,3,21.00,21,71,28
36,30,13.00,19.00,5,71,71,14,0,0,14,36,31,514,5,15.00,15,71,30
35,1,1.00,1.20,1,72,72,47,0,0,47,35,35,348,3,1.20,1,72,1
35,3,5.00,7.00,2,72,72,47,0,0,47,35,35,1161,2,15.00,15,72,3
35,8,12.00,18.00,2,72,72,47,0,0,47,35,35,651,2,19.00,19,72,8
35,11,5.00,7.00,3,72,72,47,0,0,47,35,35,699,3,22.00,22,72,11
35,15,15.00,22.00,4,72,72,47,0,0,47,35,35,396,3,15.00,15,72,15
35,17,14.00,21.00,3,72,72,47,0,0,47,35,35,776,1,21.00,21,72,17
35,20,6.00,9.00,2,72,72,47,0,0,47,35,35,227,2,10.00,10,72,20
35,29,12.00,18.00,2,72,72,47,0,0,47,35,35,945,5,16.00,16,72,29
36,11,5.00,7.00,3,73,73,30,0,0,30,36,36,421,3,22.00,22,73,11
36,14,15.00,22.00,1,73,73,30,0,0,30,36,36,309,4,13.00,13,73,14
36,14,15.00,22.00,1,73,73,30,0,0,30,36,36,670,4,13.00,13,73,14
36,22,6.00,9.00,3,73,73,30,0,0,30,36,36,637,5,18.00,18,73,22
36,24,13.00,19.00,5,73,73,30,0,0,30,36,36,385,5,12.00,12,73,24
31,3,5.00,7.00,2,74,74,9,0,0,9,31,33,273,1,15.00,15,74,3
31,6,11.00,16.00,4,74,74,9,0,0,9,31,33,851,5,10.00,10,74,6
31,16,13.00,19.00,3,74,74,9,0,0,9,31,33,223,2,9.00,9,74,16
31,18,14.00,21.00,1,74,74,9,0,0,9,31,33,1177,3,10.00,10,74,18
31,2,5.00,7.00,3,75,75,8,0,0,8,31,35,457,3,15.00,15,75,2
31,8,12.00,18.00,2,75,75,8,0,0,8,31,35,747,4,19.00,19,75,8
31,16,13.00,19.00,3,75,75,8,0,0,8,31,35,643,5,9.00,9,75,16
31,20,6.00,9.00,2,75,75,8,0,0,8,31,35,245,2,10.00,10,75,20
31,22,6.00,9.00,3,75,75,8,0,0,8,31,35,723,3,18.00,18,75,22
31,27,7.00,10.00,5,75,75,8,0,0,8,31,35,218,5,22.00,22,75,27
31,18,14.00,21.00,1,76,76,41,0,0,41,31,34,692,2,10.00,10,76,18
31,25,11.00,16.00,5,76,76,41,0,0,41,31,34,246,2,22.00,22,76,25
33,3,5.00,7.00,2,77,77,18,0,0,18,33,33,29,2,15.00,15,77,3
33,5,10.00,15.00,2,77,77,18,0,0,18,33,33,526,3,16.00,16,77,5
33,9,12.00,18.00,1,77,77,18,0,0,18,33,33,130,5,13.00,13,77,9
33,10,11.00,16.00,5,77,77,18,0,0,18,33,33,1163,2,18.00,18,77,10
33,16,13.00,19.00,3,77,77,18,0,0,18,33,33,307,1,9.00,9,77,16
33,19,14.00,21.00,3,77,77,18,0,0,18,33,33,1087,5,7.00,7,77,19
33,27,7.00,10.00,5,77,77,18,0,0,18,33,33,169,3,22.00,22,77,27
36,8,12.00,18.00,2,78,78,29,0,0,29,36,31,37,5,19.00,19,78,8
36,9,12.00,18.00,1,78,78,29,0,0,29,36,31,357,1,13.00,13,78,9
36,14,15.00,22.00,1,78,78,29,0,0,29,36,31,259,5,13.00,13,78,14
36,14,15.00,22.00,1,78,78,29,0,0,29,36,31,647,1,13.00,13,78,14
31,1,1.00,1.20,1,79,79,40,0,0,40,31,34,1113,4,1.20,1,79,1
31,2,5.00,7.00,3,79,79,40,0,0,40,31,34,472,5,15.00,15,79,2
31,11,5.00,7.00,3,79,79,40,0,0,40,31,34,727,5,22.00,22,79,11
31,16,13.00,19.00,3,79,79,40,0,0,40,31,34,941,3,9.00,9,79,16
31,18,14.00,21.00,1,79,79,40,0,0,40,31,34,810,1,10.00,10,79,18
31,20,6.00,9.00,2,79,79,40,0,0,40,31,34,275,4,10.00,10,79,20
31,22,6.00,9.00,3,79,79,40,0,0,40,31,34,98,1,18.00,18,79,22
31,29,12.00,18.00,2,79,79,40,0,0,40,31,34,458,2,16.00,16,79,29
36,1,1.00,1.20,1,80,80,32,0,0,32,36,33,8,3,1.20,1,80,1
36,1,1.00,1.20,1,80,80,32,0,0,32,36,33,1129,5,1.20,1,80,1
36,12,6.00,9.00,1,80,80,32,0,0,32,36,33,1109,5,15.00,15,80,12
36,12,6.00,9.00,1,80,80,32,0,0,32,36,33,1176,5,15.00,15,80,12
36,16,13.00,19.00,3,80,80,32,0,0,32,36,33,456,1,9.00,9,80,16
36,20,6.00,9.00,2,80,80,32,0,0,32,36,33,915,3,10.00,10,80,20
36,21,11.00,16.00,3,80,80,32,0,0,32,36,33,847,4,9.00,9,80,21
36,22,6.00,9.00,3,80,80,32,0,0,32,36,33,67,4,18.00,18,80,22
36,24,13.00,19.00,5,80,80,32,0,0,32,36,33,256,1,12.00,12,80,24
36,27,7.00,10.00,5,80,80,32,0,0,32,36,33,750,5,22.00,22,80,27
36,29,12.00,18.00,2,80,80,32,0,0,32,36,33,212,5,16.00,16,80,29
36,2,5.00,7.00,3,81,81,7,0,0,7,36,36,510,5,15.00,15,81,2
36,4,7.00,10.00,2,81,81,7,0,0,7,36,36,13,1,9.00,9,81,4
36,4,7.00,10.00,2,81,81,7,0,0,7,36,36,42,2,9.00,9,81,4
36,6,11.00,16.00,4,81,81,7,0,0,7,36,36,587,4,10.00,10,81,6
36,17,14.00,21.00,3,81,81,7,0,0,7,36,36,101,2,21.00,21,81,17
36,23,5.00,7.00,3,81,81,7,0,0,7,36,36,1157,4,13.00,13,81,23
36,27,7.00,10.00,5,81,81,7,0,0,7,36,36,73,3,22.00,22,81,27
36,30,13.00,19.00,5,81,81,7,0,0,7,36,36,930,5,15.00,15,81,30
31,3,5.00,7.00,2,82,82,42,0,0,42,31,33,1047,4,15.00,15,82,3
31,23,5.00,7.00,3,82,82,42,0,0,42,31,33,878,5,13.00,13,82,23
31,27,7.00,10.00,5,82,82,42,0,0,42,31,33,1170,1,22.00,22,82,27
31,28,10.00,15.00,5,82,82,42,0,0,42,31,33,741,1,21.00,21,82,28
35,12,6.00,9.00,1,83,83,28,0,0,28,35,36,1000,2,15.00,15,83,12
35,17,14.00,21.00,3,83,83,28,0,0,28,35,36,771,4,21.00,21,83,17
35,24,13.00,19.00,5,83,83,28,0,0,28,35,36,1011,3,12.00,12,83,24
35,29,12.00,18.00,2,83,83,28,0,0,28,35,36,406,2,16.00,16,83,29
36,7,9.00,13.00,1,84,84,14,0,0,14,36,32,843,5,9.00,9,84,7
36,10,11.00,16.00,5,84,84,14,0,0,14,36,32,795,2,18.00,18,84,10
36,11,5.00,7.00,3,84,84,14,0,0,14,36,32,306,2,22.00,22,84,11
36,12,6.00,9.00,1,84,84,14,0,0,14,36,32,100,3,15.00,15,84,12
36,16,13.00,19.00,3,84,84,14,0,0,14,36,32,1059,3,9.00,9,84,16
36,25,11.00,16.00,5,84,84,14,0,0,14,36,32,1186,3,22.00,22,84,25
36,27,7.00,10.00,5,84,84,14,0,0,14,36,32,1139,2,22.00,22,84,27
36,28,10.00,15.00,5,84,84,14,0,0,14,36,32,1184,5,21.00,21,84,28
32,8,12.00,18.00,2,85,85,24,0,0,24,32,35,695,1,19.00,19,85,8
32,13,14.00,21.00,2,85,85,24,0,0,24,32,35,813,5,12.00,12,85,13
32,16,13.00,19.00,3,85,85,24,0,0,24,32,35,1141,3,9.00,9,85,16
32,27,7.00,10.00,5,85,85,24,0,0,24,32,35,1039,3,22.00,22,85,27
32,29,12.00,18.00,2,85,85,24,0,0,24,32,35,66,2,16.00,16,85,29
32,3,5.00,7.00,2,86,86,30,0,0,30,32,35,934,1,15.00,15,86,3
32,4,7.00,10.00,2,86,86,30,0,0,30,32,35,7,1,9.00,9,86,4
32,18,14.00,21.00,1,86,86,30,0,0,30,32,35,460,2,10.00,10,86,18
32,23,5.00,7.00,3,86,86,30,0,0,30,32,35,1124,1,13.00,13,86,23
35,5,10.00,15.00,2,87,87,22,0,0,22,35,33,792,5,16.00,16,87,5
35,18,14.00,21.00,1,87,87,22,0,0,22,35,33,354,5,10.00,10,87,18
35,24,13.00,19.00,5,87,87,22,0,0,22,35,33,586,2,12.00,12,87,24
36,8,12.00,18.00,2,88,88,48,0,0,48,36,34,123,5,19.00,19,88,8
36,22,6.00,9.00,3,88,88,48,0,0,48,36,34,784,4,18.00,18,88,22
36,29,12.00,18.00,2,88,88,48,0,0,48,36,34,85,2,16.00,16,88,29
35,20,6.00,9.00,2,89,89,49,0,0,49,35,35,394,2,10.00,10,89,20
35,20,6.00,9.00,2,89,89,49,0,0,49,35,35,492,4,10.00,10,89,20
35,22,6.00,9.00,3,89,89,49,0,0,49,35,35,1185,5,18.00,18,89,22
35,27,7.00,10.00,5,89,89,49,0,0,49,35,35,144,5,22.00,22,89,27
35,2,5.00,7.00,3,90,90,31,0,0,31,35,34,36,3,15.00,15,90,2
35,7,9.00,13.00,1,90,90,31,0,0,31,35,34,241,3,9.00,9,90,7
35,8,12.00,18.00,2,90,90,31,0,0,31,35,34,401,5,19.00,19,90,8
35,8,12.00,18.00,2,90,90,31,0,0,31,35,34,956,5,19.00,19,90,8
35,12,6.00,9.00,1,90,90,31,0,0,31,35,34,1067,2,15.00,15,90,12
35,15,15.00,22.00,4,90,90,31,0,0,31,35,34,947,2,15.00,15,90,15
35,16,13.00,19.00,3,90,90,31,0,0,31,35,34,800,5,9.00,9,90,16
35,20,6.00,9.00,2,90,90,31,0,0,31,35,34,509,5,10.00,10,90,20
35,27,7.00,10.00,5,90,90,31,0,0,31,35,34,229,3,22.00,22,90,27
35,29,12.00,18.00,2,90,90,31,0,0,31,35,34,269,2,16.00,16,90,29
35,30,13.00,19.00,5,90,90,31,0,0,31,35,34,50,5,15.00,15,90,30
36,15,15.00,22.00,4,91,91,12,0,0,12,36,32,905,5,15.00,15,91,15
36,21,11.00,16.00,3,91,91,12,0,0,12,36,32,839,4,9.00,9,91,21
36,24,13.00,19.00,5,91,91,12,0,0,12,36,32,1084,2,12.00,12,91,24
36,25,11.00,16.00,5,91,91,12,0,0,12,36,32,415,3,22.00,22,91,25
36,30,13.00,19.00,5,91,91,12,0,0,12,36,32,985,1,15.00,15,91,30
34,2,5.00,7.00,3,92,92,13,0,0,13,34,31,412,4,15.00,15,92,2
34,3,5.00,7.00,2,92,92,13,0,0,13,34,31,1143,5,15.00,15,92,3
34,6,11.00,16.00,4,92,92,13,0,0,13,34,31,525,1,10.00,10,92,6
34,6,11.00,16.00,4,92,92,13,0,0,13,34,31,1160,4,10.00,10,92,6
34,7,9.00,13.00,1,92,92,13,0,0,13,34,31,967,3,9.00,9,92,7
34,9,12.00,18.00,1,92,92,13,0,0,13,34,31,598,3,13.00,13,92,9
34,13,14.00,21.00,2,92,92,13,0,0,13,34,31,278,1,12.00,12,92,13
34,21,11.00,16.00,3,92,92,13,0,0,13,34,31,65,1,9.00,9,92,21
34,21,11.00,16.00,3,92,92,13,0,0,13,34,31,315,4,9.00,9,92,21
34,27,7.00,10.00,5,92,92,13,0,0,13,34,31,192,1,22.00,22,92,27
35,4,7.00,10.00,2,93,93,49,0,0,49,35,31,172,3,9.00,9,93,4
35,10,11.00,16.00,5,93,93,49,0,0,49,35,31,697,3,18.00,18,93,10
35,20,6.00,9.00,2,93,93,49,0,0,49,35,31,31,1,10.00,10,93,20
35,27,7.00,10.00,5,93,93,49,0,0,49,35,31,537,3,22.00,22,93,27
35,30,13.00,19.00,5,93,93,49,0,0,49,35,31,202,3,15.00,15,93,30
33,8,12.00,18.00,2,94,94,28,0,0,28,33,31,293,4,19.00,19,94,8
33,18,14.00,21.00,1,94,94,28,0,0,28,33,31,631,1,10.00,10,94,18
33,22,6.00,9.00,3,94,94,28,0,0,28,33,31,925,4,18.00,18,94,22
33,23,5.00,7.00,3,94,94,28,0,0,28,33,31,264,5,13.00,13,94,23
33,28,10.00,15.00,5,94,94,28,0,0,28,33,31,735,5,21.00,21,94,28
35,6,11.00,16.00,4,95,95,19,0,0,19,35,33,926,4,10.00,10,95,6
35,24,13.00,19.00,5,95,95,19,0,0,19,35,33,316,1,12.00,12,95,24
35,27,7.00,10.00,5,95,95,19,0,0,19,35,33,655,3,22.00,22,95,27
35,30,13.00,19.00,5,95,95,19,0,0,19,35,33,1075,5,15.00,15,95,30
34,4,7.00,10.00,2,96,96,33,0,0,33,34,33,520,1,9.00,9,96,4
34,6,11.00,16.00,4,96,96,33,0,0,33,34,33,226,2,10.00,10,96,6
34,10,11.00,16.00,5,96,96,33,0,0,33,34,33,1193,1,18.00,18,96,10
34,11,5.00,7.00,3,96,96,33,0,0,33,34,33,358,5,22.00,22,96,11
34,11,5.00,7.00,3,96,96,33,0,0,33,34,33,924,2,22.00,22,96,11
34,12,6.00,9.00,1,96,96,33,0,0,33,34,33,164,2,15.00,15,96,12
34,13,14.00,21.00,2,96,96,33,0,0,33,34,33,917,2,12.00,12,96,13
34,15,15.00,22.00,4,96,96,33,0,0,33,34,33,446,5,15.00,15,96,15
34,21,11.00,16.00,3,96,96,33,0,0,33,34,33,912,4,9.00,9,96,21
35,3,5.00,7.00,2,97,97,47,0,0,47,35,34,993,4,15.00,15,97,3
35,18,14.00,21.00,1,97,97,47,0,0,47,35,34,47,4,10.00,10,97,18
35,24,13.00,19.00,5,97,97,47,0,0,47,35,34,242,5,12.00,12,97,24
35,27,7.00,10.00,5,97,97,47,0,0,47,35,34,51,4,22.00,22,97,27
31,11,5.00,7.00,3,98,98,43,0,0,43,31,33,991,3,22.00,22,98,11
31,15,15.00,22.00,4,98,98,43,0,0,43,31,33,1103,3,15.00,15,98,15
31,26,15.00,22.00,5,98,98,43,0,0,43,31,33,232,1,7.00,7,98,26
35,12,6.00,9.00,1,99,99,48,0,0,48,35,36,303,2,15.00,15,99,12
35,14,15.00,22.00,1,99,99,48,0,0,48,35,36,1030,3,13.00,13,99,14
35,16,13.00,19.00,3,99,99,48,0,0,48,35,36,737,4,9.00,9,99,16
35,16,13.00,19.00,3,99,99,48,0,0,48,35,36,793,4,9.00,9,99,16
35,22,6.00,9.00,3,99,99,48,0,0,48,35,36,322,2,18.00,18,99,22
35,11,5.00,7.00,3,100,100,23,0,0,23,35,36,235,2,22.00,22,100,11
35,15,15.00,22.00,4,100,100,23,0,0,23,35,36,817,3,15.00,15,100,15
35,19,14.00,21.00,3,100,100,23,0,0,23,35,36,464,3,7.00,7,100,19
35,19,14.00,21.00,3,100,100,23,0,0,23,35,36,768,4,7.00,7,100,19
35,25,11.00,16.00,5,100,100,23,0,0,23,35,36,476,1,22.00,22,100,25
35,26,15.00,22.00,5,100,100,23,0,0,23,35,36,902,3,7.00,7,100,26
35,29,12.00,18.00,2,100,100,23,0,0,23,35,36,581,3,16.00,16,100,29
35,29,12.00,18.00,2,100,100,23,0,0,23,35,36,595,4,16.00,16,100,29
31,4,7.00,10.00,2,101,101,44,0,0,44,31,33,808,3,9.00,9,101,4
31,8,12.00,18.00,2,101,101,44,0,0,44,31,33,611,5,19.00,19,101,8
31,8,12.00,18.00,2,101,101,44,0,0,44,31,33,819,1,19.00,19,101,8
31,8,12.00,18.00,2,101,101,44,0,0,44,31,33,1180,1,19.00,19,101,8
31,14,15.00,22.00,1,101,101,44,0,0,44,31,33,252,1,13.00,13,101,14
34,3,5.00,7.00,2,102,102,44,0,0,44,34,35,55,3,15.00,15,102,3
34,14,15.00,22.00,1,102,102,44,0,0,44,34,35,532,5,13.00,13,102,14
34,24,13.00,19.00,5,102,102,44,0,0,44,34,35,940,1,12.00,12,102,24
35,2,5.00,7.00,3,103,103,30,0,0,30,35,35,1078,5,15.00,15,103,2
35,17,14.00,21.00,3,103,103,30,0,0,30,35,35,74,2,21.00,21,103,17
35,20,6.00,9.00,2,103,103,30,0,0,30,35,35,1025,2,10.00,10,103,20
35,24,13.00,19.00,5,103,103,30,0,0,30,35,35,572,4,12.00,12,103,24
35,26,15.00,22.00,5,103,103,30,0,0,30,35,35,824,3,7.00,7,103,26
35,27,7.00,10.00,5,103,103,30,0,0,30,35,35,321,4,22.00,22,103,27
33,9,12.00,18.00,1,104,104,12,0,0,12,33,36,1195,2,13.00,13,104,9
33,13,14.00,21.00,2,104,104,12,0,0,12,33,36,60,4,12.00,12,104,13
33,16,13.00,19.00,3,104,104,12,0,0,12,33,36,888,1,9.00,9,104,16
33,26,15.00,22.00,5,104,104,12,0,0,12,33,36,896,1,7.00,7,104,26
33,29,12.00,18.00,2,104,104,12,0,0,12,33,36,983,5,16.00,16,104,29
